Symbol,Company_Name,Country,Sector,Industry,F1,F2,F3,F4
632758,"Kingdee International Software Group Co., Ltd.",China,Information Technology,Software,"6,507.2",0.2,0.0,#N/A
331952,Kingfisher Plc,United Kingdom,Consumer Discretionary,Specialty Retail,"6,176.7",1.4,4.9,130.4
BM8R67,Kingsoft Cloud Holdings Limited Sponsored American Depositary Receipt Repr 15 Shs,China,Information Technology,IT Services,853.3,1.8,0.0,#N/A
B27WRM,Kingsoft Corp. Ltd.,China,Communication Services,Entertainment,"4,330.1",0.9,0.5,0.4
449123,Kingspan Group Plc,Ireland,Industrials,Building Products,"13,972.9",0.2,0.6,16.9
BNKF60,Kinnevik AB Class B,Sweden,Financials,Diversified Financial Services,"4,855.3",1.5,0.0,#N/A
B03Z84,Kinross Gold Corporation,Canada,Materials,Metals & Mining,"5,605.3",1.1,2.8,#N/A
649296,"Kintetsu Group Holdings Co., Ltd.",Japan,Industrials,Road & Rail,"5,664.7",0.6,0.7,-9.0
BB22L9,KION GROUP AG,Germany,Industrials,Machinery,"6,236.7",1.0,3.3,0.0
649374,"Kirin Holdings Company, Limited",Japan,Consumer Staples,Beverages,"13,767.9",0.6,3.4,-12.2
BG1FRR,KKR & Co. Inc.,United States,Financials,Capital Markets,"30,080.7",0.5,1.2,60.6
248013,KLA Corporation,United States,Information Technology,Semiconductors & Semiconductor Equipment,"49,822.1",0.1,1.3,45.3
758255,Klepierre SA,France,Real Estate,Equity Real Estate Investment Trusts (REITs),"6,342.8",1.4,7.4,-11.9
BF0LKD,Knight-Swift Transportation Holdings Inc. Class A,United States,Industrials,Road & Rail,"7,179.1",0.8,1.1,31.2
BD2P9X,Knorr-Bremse AG,Germany,Industrials,Machinery,"11,167.4",0.2,2.8,-0.8
614945,"Kobayashi Pharmaceutical Co., Ltd.",Japan,Consumer Staples,Personal Products,"5,848.1",0.3,0.9,2.3
B14RJB,"Kobe Bussan Co., Ltd.",Japan,Consumer Staples,Food & Staples Retailing,"6,095.0",0.1,0.7,25.4
B03MVJ,Koc Holding A.S.,Turkey,Industrials,Industrial Conglomerates,"6,136.1",0.8,2.3,17.8
B60DR0,"Koei Tecmo Holdings Co., Ltd.",Japan,Communication Services,Entertainment,"5,711.8",0.2,2.2,49.6
649632,"Koito Manufacturing Co., Ltd.",Japan,Consumer Discretionary,Auto Components,"5,894.2",0.8,1.1,-18.4
649658,Komatsu Ltd.,Japan,Industrials,Machinery,"23,985.9",0.8,3.1,-11.2
451944,"Komercni banka, a.s.",Czech Republic,Financials,Banks,"6,149.8",1.0,6.0,-10.8
649668,KONAMI HOLDINGS CORP,Japan,Communication Services,Entertainment,"9,630.9",0.3,1.5,14.4
B09M9D,Kone Oyj Class B,Finland,Industrials,Machinery,"24,476.0",0.1,4.8,7.6
BD0Q39,Koninklijke Ahold Delhaize N.V.,Netherlands,Consumer Staples,Food & Staples Retailing,"27,772.9",0.6,3.6,4.9
B0HZL9,Koninklijke DSM N.V.,Netherlands,Materials,Chemicals,"25,292.5",0.4,1.8,10.8
598662,Koninklijke Philips N.V.,Netherlands,Health Care,Health Care Equipment & Supplies,"21,710.6",0.7,3.6,27.5
B3N336,"Korea Aerospace Industries, Ltd.",South Korea,Industrials,Aerospace & Defense,"3,558.6",0.3,0.4,-44.9
649573,Korea Electric Power Corporation,South Korea,Utilities,Electric Utilities,"11,304.0",4.7,0.0,#N/A
665458,KOREA INVESTMENT HOLDINGS CO LTD,South Korea,Financials,Capital Markets,"3,223.6",1.9,8.9,50.6
644662,"KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO.,LTD.",South Korea,Industrials,Machinery,"4,785.4",1.7,0.0,#N/A
649542,"Korea Zinc Co., Ltd.",South Korea,Materials,Metals & Mining,"8,284.6",0.8,3.6,11.4
649676,"Korean Air Lines Co., Ltd.",South Korea,Industrials,Airlines,"7,856.3",0.7,0.0,#N/A
BWFRFD,Kornit Digital Ltd.,Israel,Industrials,Machinery,"2,111.6",0.4,0.0,-2.1
619446,Kose Corporation,Japan,Consumer Staples,Personal Products,"5,146.3",0.4,1.3,-22.8
613566,Kotak Mahindra Bank Limited,India,Financials,Banks,"45,515.6",0.3,0.1,10.7
BYRY49,Kraft Heinz Company,United States,Consumer Staples,Food Products,"47,783.1",0.9,4.1,#N/A
BMBP90,"Krafton, Inc.",South Korea,Communication Services,Entertainment,"9,101.6",0.4,0.0,32.7
249740,Kroger Co.,United States,Consumer Staples,Food & Staples Retailing,"34,604.0",0.3,1.8,-12.1
649282,"Krung Thai Bank Public Co., Ltd.",Thailand,Financials,Banks,"5,929.4",1.8,2.8,-13.8
BF2LWS,KrungThai Card Public Co. Ltd.,Thailand,Financials,Consumer Finance,"4,383.7",0.2,1.7,2.8
617507,KT & G Corporation,South Korea,Consumer Staples,Tobacco,"9,079.1",0.8,5.7,6.0
BLC90T,Kuaishou Technology Class B,China,Communication Services,Interactive Media & Services,"36,885.3",0.2,0.0,#N/A
649744,Kuala Lumpur Kepong Bhd.,Malaysia,Consumer Staples,Food Products,"6,601.4",0.5,3.7,64.9
649750,Kubota Corporation,Japan,Industrials,Machinery,"21,372.6",0.7,1.8,8.3
B142S6,Kuehne & Nagel International AG,Switzerland,Industrials,Marine,"30,988.0",0.1,3.8,49.0
B1G426,Kumba Iron Ore Limited,South Africa,Materials,Metals & Mining,"10,016.9",0.3,21.2,43.3
649932,"Kumho Petrochemical Co., Ltd.",South Korea,Materials,Chemicals,"3,544.6",1.2,6.6,94.9
634007,KunLun Energy Co. Ltd.,Hong Kong,Utilities,Gas Utilities,"7,238.1",1.2,3.8,75.9
649796,Kurita Water Industries Ltd.,Japan,Industrials,Machinery,"4,355.4",0.5,1.6,-7.9
650313,Kuwait Finance House K.S.C.,Kuwait,Financials,Banks,"27,284.2",0.2,1.2,-4.9
B1YBF0,KWG Group Holdings Limited,Hong Kong,Real Estate,Real Estate Management & Development,"1,066.9",6.6,17.3,-15.8
649926,Kyocera Corporation,Japan,Information Technology,Electronic Equipment Instruments & Components,"20,683.9",1.1,2.8,12.2
649955,"Kyowa Kirin Co., Ltd.",Japan,Health Care,Pharmaceuticals,"11,665.1",0.6,1.7,-6.5
657860,"L & F Co., Ltd.",South Korea,Information Technology,Electronic Equipment Instruments & Components,"7,566.6",0.1,0.0,#N/A
453800,L E Lundbergforetagen AB Class B,Sweden,Financials,Diversified Financial Services,"11,207.4",1.0,0.8,29.9
405780,L'Oreal S.A.,France,Consumer Staples,Personal Products,"175,280.6",0.2,1.5,4.7
BK9DTN,L3Harris Technologies Inc,United States,Industrials,Aerospace & Defense,"45,875.2",0.4,1.9,-7.0
BG0SC1,La Francaise des Jeux SA,France,Consumer Discretionary,Hotels Restaurants & Leisure,"6,919.3",0.1,3.5,23.8
258612,Laboratory Corporation of America Holdings,United States,Health Care,Health Care Providers & Services,"22,590.5",0.5,1.2,74.9
250224,Lam Research Corporation,United States,Information Technology,Semiconductors & Semiconductor Equipment,"66,233.7",0.1,1.3,38.9
658190,"Land & Houses Public Co., Ltd.",Thailand,Real Estate,Real Estate Management & Development,"3,043.2",0.5,5.6,-9.8
BYW0PQ,Land Securities Group PLC,United Kingdom,Real Estate,Equity Real Estate Investment Trusts (REITs),"6,822.4",1.4,4.9,#N/A
B05M8B,LANXESS AG,Germany,Materials,Chemicals,"3,326.5",1.3,2.8,6.5
645166,"LARGAN Precision Co., Ltd.",Taiwan,Information Technology,Electronic Equipment Instruments & Components,"7,142.4",0.7,4.3,-8.9
BD6F8V,Larsen & Toubro Infotech Ltd,India,Information Technology,IT Services,"8,994.9",0.1,1.1,14.6
B0166K,Larsen & Toubro Ltd.,India,Industrials,Construction & Engineering,"27,982.0",0.4,1.4,7.8
B02T2J,Las Vegas Sands Corp.,United States,Consumer Discretionary,Hotels Restaurants & Leisure,"25,842.2",0.2,0.0,#N/A
650626,Lasertec Corp.,Japan,Information Technology,Semiconductors & Semiconductor Equipment,"12,918.6",0.0,0.5,65.2
BZ404X,Latour AB Investment Class B,Sweden,Industrials,Industrial Conglomerates,"13,700.6",0.3,1.4,7.5
626691,"Lawson, Inc.",Japan,Consumer Staples,Food & Staples Retailing,"3,562.6",0.7,3.3,-14.0
B570P9,Lear Corporation,United States,Consumer Discretionary,Auto Components,"7,773.0",0.6,1.8,-29.7
669377,Lee & Man Paper Manufacturing Limited,Hong Kong,Materials,Paper & Forest Products,"1,947.6",2.0,7.2,-5.7
B9G6L8,LEG Immobilien SE,Germany,Real Estate,Real Estate Management & Development,"7,782.8",1.3,4.1,30.7
056039,Legal & General Group Plc,United Kingdom,Financials,Insurance,"18,398.2",0.8,7.2,5.6
BMX9K0,Legend Biotech Corporation Sponsored ADR,United States,Health Care,Biotechnology,"6,274.0",0.1,0.0,#N/A
B11ZRK,Legrand SA,France,Industrials,Electrical Equipment,"22,402.2",0.3,2.1,6.0
BDV82B,"Leidos Holdings, Inc.",United States,Industrials,Professional Services,"13,897.2",0.3,1.4,7.0
651200,Lendlease Group,Australia,Real Estate,Real Estate Management & Development,"5,378.4",0.9,1.5,-38.9
251192,Lennar Corporation Class A,United States,Consumer Discretionary,Household Durables,"21,001.2",0.9,2.1,41.0
244205,Lennox International Inc.,United States,Industrials,Building Products,"7,273.8",-0.1,1.8,13.2
621808,Lenovo Group Limited,Hong Kong,Information Technology,Technology Hardware Storage & Peripherals,"12,030.1",0.4,3.9,49.5
634691,LG Chem Ltd.,South Korea,Materials,Chemicals,"29,234.4",0.6,2.3,61.6
653703,LG Corp,South Korea,Industrials,Industrial Conglomerates,"9,302.9",1.9,3.7,7.1
B01VZN,"LG Display Co., Ltd",South Korea,Information Technology,Electronic Equipment Instruments & Components,"4,690.4",2.3,3.8,#N/A
652073,LG Electronics Inc.,South Korea,Consumer Discretionary,Household Durables,"13,721.3",1.2,0.8,53.0
BNSP8W,LG Energy Solution Ltd.,South Korea,Industrials,Electrical Equipment,"76,089.4",0.1,0.0,#N/A
634445,LG Household & Health Care Ltd,South Korea,Consumer Staples,Personal Products,"8,846.7",0.5,1.8,6.1
B39Z8G,"LG Innotek Co., Ltd",South Korea,Information Technology,Electronic Equipment Instruments & Components,"6,297.4",0.0,0.9,110.7
629090,LG Uplus Corp,South Korea,Communication Services,Diversified Telecommunication Services,"4,459.1",1.4,4.2,7.3
B01JCK,Li Ning Company Limited,China,Consumer Discretionary,Textiles Apparel & Luxury Goods,"19,560.4",0.2,0.9,61.8
BRTLC0,Liberty Broadband Corp. Class C,United States,Communication Services,Media,"18,933.2",0.5,0.0,172.5
B8W676,Liberty Global Plc Class A,United Kingdom,Communication Services,Diversified Telecommunication Services,"11,843.8",2.1,0.0,#N/A
BL6K7K,Lifco AB Class B,Sweden,Industrials,Industrial Conglomerates,"8,663.7",0.1,0.8,23.6
BMYZ2B,Lightspeed Commerce Inc,Canada,Information Technology,Software,"3,012.9",1.1,0.0,#N/A
251637,Lincoln National Corporation,United States,Financials,Insurance,"9,235.3",1.5,3.4,10.5
BZ12WP,Linde plc,United Kingdom,Materials,Chemicals,"156,052.6",0.3,1.5,-6.5
B0PB4M,Link Real Estate Investment Trust,Hong Kong,Real Estate,Equity Real Estate Investment Trusts (REITs),"18,513.7",1.1,4.5,-35.0
651880,Lion Corporation,Japan,Consumer Staples,Household Products,"3,120.7",0.7,1.8,4.3
651948,Lite-On Technology Corp.,Taiwan,Information Technology,Technology Hardware Storage & Peripherals,"4,967.5",0.5,7.1,21.9
B0T7YX,"Live Nation Entertainment, Inc.",United States,Communication Services,Entertainment,"19,474.4",0.0,0.0,#N/A
690021,LIXIL Corporation,Japan,Industrials,Building Products,"6,119.1",0.8,3.6,25.9
297102,LKQ Corporation,United States,Consumer Discretionary,Distributors,"14,172.8",0.4,2.0,45.6
087061,Lloyds Banking Group plc,United Kingdom,Financials,Banks,"37,533.6",1.7,4.6,3.4
252180,Loblaw Companies Limited,Canada,Consumer Staples,Food & Staples Retailing,"28,816.8",0.3,1.5,43.4
B08K3S,Localiza Rent A Car S.A.,Brazil,Industrials,Road & Rail,"8,513.3",0.2,0.0,28.5
252209,Lockheed Martin Corporation,United States,Industrials,Aerospace & Defense,"115,578.2",0.1,2.6,5.1
252302,Loews Corporation,United States,Financials,Insurance,"15,618.0",1.0,0.4,40.1
BH6X93,"Logan Group Co., Ltd.",China,Real Estate,Real Estate Management & Development,"1,580.5",4.5,49.1,11.1
B18ZRK,Logitech International S.A.,Switzerland,Information Technology,Technology Hardware Storage & Peripherals,"10,162.9",0.2,1.6,59.8
B0CGYD,Lojas Renner S.A.,Brazil,Consumer Discretionary,Multiline Retail,"5,108.5",0.4,0.0,-32.7
B0SWJX,London Stock Exchange Group plc,United Kingdom,Financials,Capital Markets,"45,841.5",0.7,1.3,-5.7
B56KLY,Longfor Group Holdings Ltd.,China,Real Estate,Real Estate Management & Development,"30,547.7",0.6,5.0,13.8
733337,Lonza Group AG,Switzerland,Health Care,Life Sciences Tools & Services,"40,886.0",0.3,0.6,54.7
644002,Lotte Chemical Corp.,South Korea,Materials,Chemicals,"5,270.9",2.3,4.3,-9.3
B0WGPZ,"Lotte Shopping Co., Ltd",South Korea,Consumer Discretionary,Multiline Retail,"2,147.4",3.7,2.8,#N/A
253676,"Lowe's Companies, Inc.",United States,Consumer Discretionary,Specialty Retail,"121,527.3",0.0,1.7,67.7
712797,LPP S.A.,Poland,Consumer Discretionary,Textiles Apparel & Luxury Goods,"4,170.1",0.2,3.3,20.5
BP0TR7,"Lucid Group, Inc.",United States,Consumer Discretionary,Automobiles,"28,953.7",0.1,0.0,#N/A
BNDK6G,Lufax Holding Limited Sponsored ADR Class A,China,Financials,Consumer Finance,"13,760.6",1.1,5.3,9.1
B23FN3,Lululemon Athletica Inc,Canada,Consumer Discretionary,Textiles Apparel & Luxury Goods,"36,276.9",0.1,0.0,23.0
BMDH24,"Lumen Technologies, Inc.",United States,Communication Services,Diversified Telecommunication Services,"11,776.8",1.0,8.8,#N/A
718762,Lundin Energy AB,Sweden,Energy,Oil Gas & Consumable Fuels,"12,607.2",-0.1,5.1,88.2
286685,Lundin Mining Corporation,Canada,Materials,Metals & Mining,"6,163.3",0.7,3.6,172.7
614376,Lupin Limited,India,Health Care,Pharmaceuticals,"3,711.2",0.5,0.6,61.3
406141,LVMH Moet Hennessy Louis Vuitton SE,France,Consumer Discretionary,Textiles Apparel & Luxury Goods,"303,870.5",0.2,1.7,18.0
BJT1RW,"Lyft, Inc. Class A",United States,Industrials,Road & Rail,"6,315.9",0.2,0.0,#N/A
B3SPXZ,LyondellBasell Industries NV,United Kingdom,Materials,Chemicals,"36,140.0",0.3,4.1,19.5
BKFB1C,M&G Plc,United Kingdom,Financials,Diversified Financial Services,"6,654.3",1.0,8.5,-59.8
234016,M&T Bank Corporation,United States,Financials,Banks,"29,731.8",0.5,2.9,-1.8
B02K2M,"M3, Inc.",Japan,Health Care,Health Care Technology,"19,989.6",0.1,0.4,58.8
B00PQY,Mabanee Company (SAKC),Kuwait,Real Estate,Real Estate Management & Development,"3,145.8",0.5,1.7,-5.4
B28YTC,Macquarie Group Limited,Australia,Financials,Capital Markets,"48,063.6",0.4,4.0,11.9
B4975P,Magazine Luiza S.A.,Brazil,Consumer Discretionary,Multiline Retail,"5,086.6",0.4,0.0,-22.5
255447,Magna International Inc.,Canada,Consumer Discretionary,Auto Components,"18,238.6",0.6,2.9,-11.1
610018,Mahindra & Mahindra Ltd.,India,Consumer Discretionary,Automobiles,"14,115.1",0.4,1.0,-57.3
655580,Makita Corporation,Japan,Industrials,Machinery,"8,194.2",0.7,1.9,12.3
655632,Malayan Banking Bhd.,Malaysia,Financials,Banks,"24,402.0",0.8,10.7,-5.5
618819,Malaysia Airports Holdings Bhd.,Malaysia,Industrials,Transportation Infrastructure,"2,391.8",0.6,0.0,#N/A
B247XZ,Manila Electric Co.,Philippines,Utilities,Electric Utilities,"7,541.2",0.2,4.2,1.2
249251,Manulife Financial Corporation,Canada,Financials,Insurance,"34,127.8",1.2,5.8,13.1
B5143W,Mapletree Commercial Trust,Singapore,Real Estate,Equity Real Estate Investment Trusts (REITs),"4,367.3",1.0,5.2,-33.5
B0D6P4,Mapletree Logistics Trust,Singapore,Real Estate,Equity Real Estate Investment Trusts (REITs),"5,458.5",1.0,5.4,1.0
B3K3L4,Marathon Petroleum Corporation,United States,Energy,Oil Gas & Consumable Fuels,"52,049.1",0.5,2.4,-4.2
B1S34K,Marico Limited,India,Consumer Staples,Food Products,"8,497.1",0.1,1.8,-0.7
256643,Markel Corporation,United States,Financials,Insurance,"18,301.6",0.7,0.0,70.4
B03Q9D,MarketAxess Holdings Inc.,United States,Financials,Capital Markets,"9,442.3",0.1,1.1,15.3
221061,"Marriott International, Inc. Class A",United States,Consumer Discretionary,Hotels Restaurants & Leisure,"50,410.5",0.0,0.8,-20.8
256774,"Marsh & McLennan Companies, Inc.",United States,Financials,Insurance,"76,516.7",0.1,1.4,28.9
257207,"Martin Marietta Materials, Inc.",United States,Materials,Construction Materials,"20,204.5",0.3,0.8,13.5
656946,Marubeni Corporation,Japan,Industrials,Trading Companies & Distributors,"18,422.6",1.0,4.4,22.4
663371,Maruti Suzuki India Limited,India,Consumer Discretionary,Automobiles,"28,793.4",0.2,0.8,-22.2
BNKJSM,"Marvell Technology, Inc.",United States,Information Technology,Semiconductors & Semiconductor Equipment,"46,637.5",0.3,0.4,#N/A
257020,Masco Corporation,United States,Industrials,Building Products,"12,816.3",0.0,2.1,-4.2
B1YWR6,Masimo Corporation,United States,Health Care,Health Care Equipment & Supplies,"7,595.8",0.2,0.0,5.7
B0VR7W,Masraf Al-Rayan QSC,Qatar,Financials,Banks,"11,874.8",0.5,3.6,-6.6
B12155,Mastercard Incorporated Class A,United States,Information Technology,IT Services,"326,804.1",0.0,0.6,9.9
BK80XH,"Match Group, Inc.",United States,Communication Services,Interactive Media & Services,"20,525.6",0.0,0.0,#N/A
B5387L,Maxis Bhd.,Malaysia,Communication Services,Wireless Telecommunication Services,"6,360.5",0.2,4.9,-8.8
690030,Mazda Motor Corp.,Japan,Consumer Discretionary,Automobiles,"5,564.5",1.9,3.1,6.0
414305,mBank SA,Poland,Financials,Banks,"2,554.7",1.3,0.0,#N/A
255016,"McCormick & Company, Incorporated",United States,Consumer Staples,Food Products,"24,575.8",0.2,1.6,4.0
255070,McDonald's Corporation,United States,Consumer Discretionary,Hotels Restaurants & Leisure,"170,885.8",0.0,2.4,9.1
637186,"Mcdonalds Holdings Company Japan, Ltd.",Japan,Consumer Discretionary,Hotels Restaurants & Leisure,"5,364.5",0.3,0.8,9.2
237853,McKesson Corporation,United States,Health Care,Health Care Providers & Services,"46,611.4",0.0,0.6,374.2
637248,MediaTek Inc,Taiwan,Information Technology,Semiconductors & Semiconductor Equipment,"45,391.1",0.3,8.5,104.6
BRTNNQ,Medibank Private Ltd.,Australia,Financials,Insurance,"6,215.2",0.2,4.0,0.3
B0JL5L,"Medical Properties Trust, Inc.",United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"10,873.8",0.8,6.4,-11.0
457481,Mediobanca - Banca di Credito Finanziario S.p.A.,Italy,Financials,Banks,"8,764.8",1.4,6.8,-0.2
678209,Medipal Holdings Corporation,Japan,Health Care,Health Care Providers & Services,"3,407.0",1.4,2.7,-3.0
BTN1Y1,Medtronic Plc,Ireland,Health Care,Health Care Equipment & Supplies,"138,943.2",0.4,2.4,-5.9
644406,"Mega Financial Holding Co., Ltd.",Taiwan,Financials,Banks,"16,721.4",0.7,3.7,0.8
B292SM,Megacable Hldgs SAB de CV Cert Part Ord Cons of 2 A,Mexico,Communication Services,Media,"2,470.5",0.7,4.9,-5.1
B60DQV,"Meiji Holdings Co., Ltd.",Japan,Consumer Staples,Food Products,"7,675.0",0.8,2.6,5.9
BGJW37,Meituan Class B,China,Consumer Discretionary,Internet & Direct Marketing Retail,"130,411.5",0.1,0.0,#N/A
B1KYHF,Melco Resorts & Entertainment Limited Sponsored ADR,Hong Kong,Consumer Discretionary,Hotels Restaurants & Leisure,"2,522.8",0.0,0.0,#N/A
BNR5MZ,Melrose Industries PLC,United Kingdom,Industrials,Industrial Conglomerates,"6,335.5",1.6,1.5,#N/A
B23X1H,"MercadoLibre, Inc.",Uruguay,Consumer Discretionary,Internet & Direct Marketing Retail,"37,748.2",0.0,0.0,#N/A
BG0GM1,"Mercari, Inc.",Japan,Consumer Discretionary,Internet & Direct Marketing Retail,"2,608.6",0.1,0.0,#N/A
552902,Mercedes-Benz Group AG,Germany,Consumer Discretionary,Automobiles,"71,690.2",1.2,6.6,104.9
277884,"Merck & Co., Inc.",United States,Health Care,Pharmaceuticals,"232,902.9",0.2,3.0,3.4
474184,Merck KGaA,Germany,Health Care,Pharmaceuticals,"77,210.4",0.3,1.1,47.5
B8W6K5,Mercury NZ Ltd.,New Zealand,Utilities,Electric Utilities,"5,082.4",0.6,3.1,1.9
BWFD05,Meridian Energy Limited,New Zealand,Utilities,Independent Power and Renewable Electricity Producers,"7,584.2",0.5,3.7,7.0
B4WRJD,Meritz Financial Group Inc.,South Korea,Financials,Diversified Financial Services,"3,138.3",0.8,0.7,37.8
B0YCFG,"Meritz Fire & Marine Insurance Co., Ltd",South Korea,Financials,Insurance,"3,681.6",0.5,1.6,38.2
640829,MERITZ SECURITIES CO LTD,South Korea,Financials,Capital Markets,"3,036.1",1.2,1.7,15.5
BK4Z0B,Mesaieed Petrochemical Holding Company Q.S.C.,Qatar,Materials,Chemicals,"8,741.7",0.5,4.3,17.1
B7TL82,Meta Platforms Inc. Class A,United States,Communication Services,Interactive Media & Services,"520,301.2",0.2,0.0,38.7
257320,"MetLife, Inc.",United States,Financials,Insurance,"51,492.2",1.0,3.2,-5.3
258395,Metro Inc.,Canada,Consumer Staples,Food & Staples Retailing,"12,627.1",0.4,1.6,13.4
B1L883,Metro Pacific Investments Corporation,Philippines,Financials,Diversified Financial Services,"2,144.2",1.8,2.9,-11.3
651444,Metropolitan Bank & Trust Co.,Philippines,Financials,Banks,"4,363.7",1.3,4.2,-8.4
212624,Mettler-Toledo International Inc.,United States,Health Care,Life Sciences Tools & Services,"27,092.1",0.0,0.0,19.2
254741,MGM Resorts International,United States,Consumer Discretionary,Hotels Restaurants & Leisure,"14,059.7",0.3,0.0,87.8
613345,"Micro-Star International Co., Ltd.",Taiwan,Information Technology,Technology Hardware Storage & Peripherals,"3,703.8",0.4,8.0,69.5
259217,Microchip Technology Incorporated,United States,Information Technology,Semiconductors & Semiconductor Equipment,"36,773.2",0.2,1.7,24.2
258818,"Micron Technology, Inc.",United States,Information Technology,Semiconductors & Semiconductor Equipment,"79,339.2",0.6,0.6,-4.4
B676TW,MicroPort Scientific Corp.,China,Health Care,Health Care Equipment & Supplies,"3,440.9",0.4,0.0,#N/A
258817,Microsoft Corporation,United States,Information Technology,Software,"1,900,272.8",0.1,1.0,28.1
258913,"Mid-America Apartment Communities, Inc.",United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"20,536.0",0.3,2.9,27.8
B1LHCW,Mindtree Limited,India,Information Technology,IT Services,"6,037.9",0.1,1.2,36.7
664240,MinebeaMitsumi Inc.,Japan,Industrials,Machinery,"7,881.5",0.5,1.6,6.2
B17ZL5,Mineral Resources Limited,Australia,Materials,Metals & Mining,"7,916.7",0.3,4.5,92.9
BMC5QM,Ming Yuan Cloud Group Holdings Limited,China,Information Technology,Software,"2,448.3",0.4,0.7,#N/A
B018C0,"Minor International Public Co., Ltd.",Thailand,Consumer Discretionary,Hotels Restaurants & Leisure,"4,958.0",0.2,0.0,#N/A
B0RJCG,Minth Group Limited,China,Consumer Discretionary,Auto Components,"2,907.7",0.8,2.9,0.0
624965,"MIRAE ASSET SECURITIES CO., LTD.",South Korea,Financials,Capital Markets,"4,244.8",2.0,3.8,46.6
616197,Mirvac Group,Australia,Real Estate,Equity Real Estate Investment Trusts (REITs),"6,006.6",1.3,4.6,-13.8
655799,MISC Bhd,Malaysia,Industrials,Marine,"7,762.2",1.0,4.3,10.8
659517,Misumi Group Inc.,Japan,Industrials,Machinery,"6,459.6",0.4,1.3,17.7
B0JQTJ,Mitsubishi Chemical Holdings Corporation,Japan,Materials,Chemicals,"9,190.6",1.3,3.8,1.1
659678,Mitsubishi Corporation,Japan,Industrials,Trading Companies & Distributors,"49,646.6",1.1,3.5,-11.5
659704,Mitsubishi Electric Corp.,Japan,Industrials,Electrical Equipment,"23,529.1",1.0,2.8,0.3
659672,"Mitsubishi Estate Company, Limited",Japan,Real Estate,Real Estate Management & Development,"19,857.2",0.8,2.1,5.4
659692,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,Chemicals,"3,590.0",1.3,3.9,3.2
626897,Mitsubishi HC Capital Inc.,Japan,Financials,Diversified Financial Services,"7,127.6",1.6,5.1,-5.2
659706,"Mitsubishi Heavy Industries, Ltd.",Japan,Industrials,Machinery,"13,100.5",0.9,2.5,-16.8
633517,"Mitsubishi UFJ Financial Group, Inc.",Japan,Financials,Banks,"74,596.9",2.0,4.4,6.4
659730,"Mitsui & Co.,Ltd",Japan,Industrials,Trading Companies & Distributors,"39,410.3",1.2,3.9,26.0
659736,"Mitsui Chemicals, Inc.",Japan,Materials,Chemicals,"4,980.0",1.2,3.8,34.8
659760,"Mitsui Fudosan Co., Ltd.",Japan,Real Estate,Real Estate Management & Development,"20,026.2",1.1,2.2,1.1
659758,"Mitsui O.S.K.Lines,Ltd.",Japan,Industrials,Marine,"9,360.0",1.1,10.3,178.9
659777,"Miura Co., Ltd.",Japan,Industrials,Machinery,"2,690.8",0.5,1.5,5.4
691670,Mizrahi Tefahot Bank Ltd,Israel,Financials,Banks,"8,429.8",0.8,5.2,31.9
659101,"Mizuho Financial Group, Inc.",Japan,Financials,Banks,"30,127.4",2.7,5.3,92.4
672879,MMG Ltd.,Hong Kong,Materials,Metals & Mining,"3,556.0",0.5,0.0,127.4
660008,Mobile Telecommunications Co. KSC,Kuwait,Communication Services,Wireless Telecommunication Services,"9,069.4",0.4,5.2,-7.0
B2QG18,Mobile Telecommunications Co. Saudi Arabia,Saudi Arabia,Communication Services,Wireless Telecommunication Services,"3,138.6",0.8,0.0,-47.5
BGSXTS,"Moderna, Inc.",United States,Health Care,Biotechnology,"54,775.5",0.3,0.0,#N/A
259869,"Mohawk Industries, Inc.",United States,Consumer Discretionary,Household Durables,"8,705.5",0.9,0.0,16.4
BD5ZXH,MOL Hungarian Oil & Gas Plc Class A,Hungary,Energy,Oil Gas & Consumable Fuels,"6,122.2",1.3,3.5,-5.7
221270,"Molina Healthcare, Inc.",United States,Health Care,Health Care Providers & Services,"17,844.8",0.2,0.0,-2.6
B067BM,Molson Coors Beverage Company Class B,United States,Consumer Staples,Beverages,"11,387.4",1.1,2.9,2.6
BJYP11,momo.com Incorporated,Taiwan,Consumer Discretionary,Internet & Direct Marketing Retail,"4,679.2",0.1,1.7,44.6
BGLP23,Moncler SpA,Italy,Consumer Discretionary,Textiles Apparel & Luxury Goods,"12,491.1",0.2,1.4,3.3
BMDTTT,Monde Nissin Corp.,Philippines,Consumer Staples,Food Products,"5,377.6",0.3,0.0,57.7
B8CKK0,"Mondelez International, Inc. Class A",United States,Consumer Staples,Food Products,"84,336.3",0.3,2.3,8.6
B1CRLC,Mondi plc,United Kingdom,Materials,Paper & Forest Products,"8,949.0",0.6,3.6,-9.9
BD3CQ1,MONETA Money Bank AS,Czech Republic,Financials,Banks,"1,747.7",0.8,8.7,-2.2
BF2FJ9,"MongoDB, Inc. Class A",United States,Information Technology,IT Services,"15,538.2",0.0,0.0,#N/A
B01Z7J,"Monolithic Power Systems, Inc.",United States,Information Technology,Semiconductors & Semiconductor Equipment,"19,187.1",0.1,0.7,36.9
