Symbol,05/20/2022,05/13/2022,05/06/2022,04/29/2022
B7JYSG,-3.4705818,4.132128,-11.203135,-3.10933
BLR5MP,3.1742692,-4.413271,-3.330946,-2.3849905
568743,-1.703304,4.163027,-1.0457516,-4.020369
BGN971,4.6809793,-2.0643532,-13.322568,2.0756364
BLD4QD,2.4533749,-0.74602365,-5.3257346,5.7620287
B1L2RC,4.7239184,-8.23527,2.3162246,1.0281205
B71SXC,0.7662773,1.3231635,-4.392296,-3.8425505
B05LZ0,-4.907852,-9.277028,1.83779,-1.0467708
240530,1.6620517,-3.3467233,4.856825,-5.4921746
40520,#N/A,#N/A,#N/A,#N/A
640587,1.4120698,-0.068336725,-0.04656315,-1.7787278
B0RNRF,3.5821557,-3.4166634,-1.1060834,-4.8793077
603050,1.557219,-2.5910437,-2.30909,-6.139368
640837,-1.0585427,-0.07392764,0.38341284,-8.951837
BMZC7F,6.776476,4.5909643,-8.634239,-7.4810386
B7T5KQ,0.41583776,3.1477451,-2.7318835,-2.4571598
640866,1.6415358,-1.3244092,4.270053,-3.3531427
B613DJ,2.8051376,1.5089393,-8.590823,0.9267926
451180,-2.1564543,2.330494,-2.781564,-0.69684386
B00LR0,-2.3190022,0.44168234,-3.4801662,-3.4547985
BJYKB7,8.007658,6.0233593,-5.7274284,1.5497208
640776,9.676945,-5.5084586,-0.6992698,-5.189264
629774,0.2050519,-2.5190413,-1.4444888,-2.0963311
BF4J7N,-13.44142,-3.9492965,-7.424837,-17.018026
B1VZ0M,-1.1428118,3.5431862,-9.336269,-7.2541475
641056,1.1584044,-11.177105,-6.78032,-1.2503088
B2QPJK,-4.3600917,-0.18190145,-1.0568261,-4.974002
247619,-3.96837,-3.5501301,3.1174064,-2.2094846
241458,-8.034748,0.1958251,4.3833733,0.9439349
BQGZWP,-0.61903596,-0.9752631,-6.201893,-0.28090477
B4MGBG,-4.7180357,-5.4673433,5.965972,1.8562436
629489,-2.564925,-0.26929379,-3.289187,-0.3832221
BD4HFT,2.9819846,-0.3850937,-0.63896775,-2.0098984
BG0R3M,-3.776437,-10.172165,-4.7436237,-0.15288591
BF0TRG,-1.1511445,-3.4560502,-3.4173906,5.195093
BJBLRK,-2.1941483,-1.8597066,-5.6690097,-4.7881546
241921,-3.600061,0.1532793,-2.9880345,-4.315728
512067,0.9500265,-0.46816468,-2.2239566,0.33569336
B0CCH4,-4.506403,2.2768974,-4.114133,-1.9548118
779255,-3.988874,3.2389164,-3.334254,-2.8591573
505160,-1.0955334,-0.7268429,-3.4988642,-0.77899694
BM9STM,1.3834,-2.3166,-2.6315868,17.699123
BYWH8S,-9.886575,7.599306,-11.993485,8.19416
642053,3.6526203,-0.4742384,-0.20341277,-3.6406815
613623,3.1440377,0.957644,-2.061689,-1.0739088
507670,-0.23568869,0.65112114,0.35026073,-0.77127814
241696,-0.0718534,-2.6235998,5.745995,-7.0913076
525397,-1.7969966,0.8581281,-11.899799,-5.3144274
632732,5.6863666,-5.0797997,1.6356945,9.276068
242280,-7.9806147,-0.061935186,0.124025345,0.72722435
202374,-0.8138597,-2.5415778,13.757647,-3.175199
BYVYWS,-11.222571,1.6571045,1.8169999,-2.1587312
BNZFHC,-1.3060987,-1.8172562,-8.362335,-2.7742147
641632,0.349164,-5.8483124,-0.05927086,1.0350108
B0LCW0,2.8455496,-1.6958475,-9.3699875,-8.482379
BYVMW0,-4.619664,-4.80206,-7.6051235,1.2650728
B0GWF4,10.456455,-13.227248,-8.772522,-5.8782935
610047,-5.565679,-4.5696077,-1.3168752,-9.393824
626167,5.8434725,1.401341,-4.5233307,5.1030874
642830,3.1278849,0.06572008,2.8527737,-4.6346846
642872,-0.1693666,4.0573597,0.76966286,-1.1143804
642940,2.77946,-8.442193,7.947612,-10.294569
642920,3.3926487,-2.949679,2.647543,-0.073969364
642910,4.268217,-0.4270494,7.714963,-2.0914733
B1YMYT,0.7654786,-6.2990484,3.3557892,-3.1601906
BJ3WDZ,-0.3682077,-0.002551079,0.08246899,0.7699609
B4TXDZ,0.7404208,-0.889045,0.13103485,2.7267575
651740,21.28048,40.63796,-4.9651327,4.545188
640586,-1.827699,4.6611547,2.3324728,2.263236
711075,1.1784673,1.9587517,-2.1886587,-0.094527006
243353,1.9271135,2.9280782,2.9448628,-2.6241064
243420,-2.9861808,0.58442354,-2.027297,0.09663105
641854,2.2054434,-0.59844255,-3.5866857,-3.4576774
643856,3.4327507,-0.44273734,1.2497306,-2.1831691
643514,-2.0425498,-3.5610557,1.9664168,-0.7856071
202045,-1.9531846,-0.47075152,0.99219084,1.5107751
643655,2.4895072,-0.47092438,-1.7718077,-3.0232787
626735,2.2708535,0.3026843,-3.0646265,0.64526796
643689,2.242136,-0.8286655,-1.7071366,-0.7492602
643645,3.4956932,-1.7811596,-1.9181252,-1.6683757
643491,4.5553207,-2.3305118,0.6396651,-0.42462945
BMXJW5,-1.6485155,-7.565385,-5.9725943,0.6528735
BQPVQZ,-0.088471174,4.2060375,-11.952108,-6.8783045
243726,-9.302765,2.307248,-0.7253289,-2.2209823
B3FF8W,-2.7047276,-4.3666005,-0.14111996,0.11665821
256750,-6.4824047,-1.6798437,-0.5405426,-1.0213971
641716,4.503536,-2.7133405,-2.409494,-2.2613227
644033,-1.3992667,-3.0600011,-5.569667,-2.656281
617190,3.1806946,-1.534611,-4.061776,1.0435581
BKLJ8V,-1.8644571,-3.5398185,2.7256727,-2.4027467
644150,6.6033483,-1.3976455,-0.49900413,-1.6434789
BYX4D5,-5.7911816,-0.83580613,1.2557983,-0.43489933
54052,#N/A,#N/A,#N/A,#N/A
BRB385,9.482182,-4.7727466,-9.337055,6.6558003
641187,4.205215,-4.5818863,-4.4604244,-0.3250003
B00HLY,7.1083784,-1.4987767,-7.4333487,-1.600945
609967,6.390834,-2.95946,-6.8102655,6.959605
BWVFT0,1.5812516,2.4998903,-8.391237,-1.988411
BR4T3B,-6.27476,-0.14311075,-6.0748997,-4.2520466
680531,1.8375516,-1.9306302,-1.9112408,-0.31211972
244506,0.1663208,1.9110203,-3.1266868,0.018000603
244596,-0.2298832,-2.2471905,1.5209198,-4.433143
B40SSC,-2.9541671,-5.766475,1.6499043,-4.2444944
B12PJ2,-5.2005587,4.0610313,-8.768166,-1.911068
BNGCJ2,4.0916443,-11.583799,-5.436051,-2.5005996
BYYXJY,0.8383632,1.1407614,-0.26744604,-3.1652093
BMX09H,9.597694,4.7170877,-12.443829,7.63855
B2QY96,8.891845,3.563583,-6.487685,-5.11325
645098,-1.9548416,-5.137515,-1.7590761,-0.44369698
B0V3XR,0.2919197,-0.41282177,-2.260393,4.143667
644954,2.7884126,-2.359879,-3.693974,-3.8851976
645105,1.2656212,1.2806296,-3.1729996,1.951158
646185,0.39049387,-6.978214,-2.110052,-3.6629617
BKRRKY,-10.500002,-0.9900987,-3.3492804,-5.071914
BJ2ZH3,0.12950897,-3.6910117,-1.1078596,-7.664603
BNDYF4,1.779139,5.6246758,-6.9015384,-5.0085964
B288C9,5.567384,-1.6429961,-2.8259277,3.2973886
645610,5.3096056,0.25595427,-5.125064,-11.122012
BSZ2BY,4.606664,-6.4849377,-3.8374484,-0.45152307
BYXH7P,-2.249962,-0.8023083,-0.6950855,-2.6955545
BYXL8H,4.8659444,-4.624301,-3.808689,0.46764612
645553,2.262795,-0.6097555,0.9139776,-12.181669
B1FF8P,0.20104647,-1.4437854,6.2214375,-3.0848503
245661,-0.042963028,-1.0049999,-0.92719793,-0.8358538
245920,2.7748704,-1.2164593,-14.829958,-9.112406
BDB6DD,3.1850934,-9.07222,-7.768708,-3.8077712
246937,0.21390915,-1.7367005,-8.773935,-3.480047
B83X6P,1.6054273,-0.9442806,-2.6382983,-0.6546438
BFDTBS,-6.9012585,1.5103102,2.3533583,-3.4791589
B45LHQ,19.57425,-8.847559,-2.213174,-2.5556386
245755,-2.8270066,-0.7789016,6.1691403,-3.068602
261399,4.2515874,-6.2196374,-16.045845,-8.063972
BNCBD4,2.9690027,0.9565234,-12.907022,-1.8724322
B1FFT7,-0.32205582,4.566717,-9.987682,-0.009906292
45449,#N/A,#N/A,#N/A,#N/A
245424,4.84823,-5.994672,4.3717265,4.900539
B54JP7,-0.1863718,-4.0112615,-7.04245,0.40597916
247195,-0.026708841,-0.39892793,0.3201723,-2.1154404
625376,-3.747046,-4.559684,-0.40034652,-6.126499
BL6C48,1.4443755,-8.075505,-6.1955633,-1.1219382
B5VSK2,6.4219475,3.1576037,-1.3641596,-4.573745
BD9PXD,2.1651387,6.0780406,-1.5535593,-6.411356
B92P9G,10.137379,-3.2602549,-5.365115,-2.6885211
BP9DL9,0.9795189,-0.37454963,1.0661721,-1.3425887
B1G1QD,1.7693281,-0.2208829,-3.4204543,0.41347742
646297,-0.54269433,-1.7686725,-0.87744594,-4.3144646
244820,20.517504,-5.3536773,-8.231896,-7.2025657
667357,1.3458133,-9.144068,-6.881195,
B1VSK1,2.7802825,2.4274588,-7.4130116,-3.9047062
588950,-1.5174091,2.9156327,-0.26717186,-3.728187
B1685L,0.68867207,-11.711407,-16.7226,-0.043785572
BMJ6DW,3.7142515,-5.738151,-2.7772427,-3.9109468
620512,-3.3046186,-3.2473266,-2.1864116,-1.0659397
BZ0P4R,2.7743936,0.62918663,-2.4219692,-2.241379
BZ5739,2.5978208,7.767582,-4.06996,-3.2670915
BL5GZ8,3.0240536,-0.3424585,-0.3639698,-4.30997
BK5Z9R,-3.9884865,-0.12320876,-3.0266821,-8.624453
B0CC0M,0.53277016,-5.3678274,2.9400826,-11.448693
BGR6KX,22.071898,-5.0940695,-21.944862,-4.200238
B10RB1,5.1986217,-7.529962,4.796016,-5.225116
BN4N9C,14.458525,-7.9769015,2.495408,-1.0229647
B1XGNW,-0.17080307,-3.1668067,-13.983846,-4.166335
627102,0.37214756,-2.8856993,1.910615,-0.07266402
B04YJV,1.020813,-0.77657104,-2.2221923,-0.4887104
246324,-4.4724703,-1.580137,2.466166,-6.338632
220570,-0.5845189,-10.608119,0.02837181,-12.368756
BFSSDS,-0.6614387,-1.5429318,-13.815731,-1.2281477
BHJYC0,-0.89169145,-2.0133078,-6.368661,-1.5534222
BYYZ7D,2.1582365,-7.4484825,-6.789899,-2.8401017
200597,-3.8323402,-1.7578185,4.1297913,-4.3688893
645581,2.5175571,-6.3907204,1.5645146,-3.9758742
246416,-2.444017,8.1948395,0.70073605,-2.656287
246525,-0.6486714,-0.7682681,4.0622354,-3.0176103
246632,-4.5143185,-2.013421,0.49049854,-6.9329557
316383,0.9660244,-0.5260289,-3.2828152,-4.563588
407683,2.118814,3.0461907,-3.5210848,-3.4798741
BKXLD7,3.2910466,-0.58161616,0.8065343,-1.9339263
245902,-1.0705888,-6.0524106,-5.502093,-5.535883
287130,-2.0653546,-0.51590204,-6.0384455,-5.1676273
645993,2.709663,-1.9862592,0.86643696,0.44162273
B28XP7,4.0919304,-2.3428977,0.43525696,-10.906446
BMV7PQ,0.66280365,0.040340424,-9.023696,-5.850583
BD81GW,-1.9230723,-2.2374392,-4.595673,-7.5673223
B1Y3WG,2.0606995,-5.866301,-2.7241468,4.7274947
269878,1.7174721,-2.574253,6.9009304,-1.140523
B0R7JF,2.869606,-2.4556637,-3.7988186,-12.788886
BYWT1W,38.383842,-7.476634,-9.831458,9.53846
BDR73G,-3.2964408,-2.3898602,-1.9129336,-4.4573965
BVFTF0,-5.4270983,-3.5213888,0.94919205,-5.2046595
645127,2.6503205,-4.220724,-5.1432133,-3.3017635
646710,2.4009466,-2.434516,3.31558,-3.5360634
B037HR,6.1847568,3.4159422,-2.3313224,-10.870772
245877,7.3406816,1.9616604,-5.3610506,-10.920125
B0JGGP,8.098984,-3.6828756,2.1981835,-0.5943537
645578,3.220296,2.9953122,3.4780502,-1.2091041
646780,3.7451982,-10.027957,1.3620734,-2.9826462
620019,4.049444,3.7958026,-2.7550876,-0.48043132
BD73C4,1.4333963,1.093173,-6.1491966,-5.0341964
B019KW,-0.5888641,3.663075,-3.8901806,-5.244213
244541,-6.8351803,0.59731007,2.8914213,0.88573694
295145,-13.117933,3.10992,2.8554797,-3.7331343
246919,2.1034002,-5.167854,-2.4211407,-3.9176881
246905,2.1490812,-3.432256,-0.5341053,-2.5668025
B60QWJ,-3.7703276,-3.2201767,-5.4349003,-0.76358914
B8BRV4,6.329477,-3.3849835,4.7181606,-4.2608204
674388,0.7950187,-1.0365307,-0.8965075,-10.142427
651334,0.86632967,-0.83892345,1.9266486,-3.349787
BYT816,4.438162,-2.8544366,1.6954899,-1.545316
BYT814,6.205535,-1.1629999,0.94172955,-1.3075233
BYT815,1.7832279,-2.4957418,3.7610173,-3.7748575
639758,1.6980052,0.7961273,1.585865,-1.6335785
647453,1.0623813,-0.5846441,3.9018035,-1.3696849
647211,6.7575336,-3.4834206,1.5810251,-4.080158
B128FM,-0.42259693,-6.9841266,-3.4308255,
B4Q5ZN,1.3925791,-4.0290833,-4.7309933,-1.7055213
B1V74X,0.76699257,3.5437703,-8.326281,-5.3252935
BMW8R0,7.7976704,9.619617,-18.831032,11.209785
BM8Q5M,-5.7049932,5.257225,-8.877617,-9.935343
BKPQZT,8.508992,-11.917514,-14.723408,27.43423
BMC4ZZ,1.2892127,4.4943333,-3.5518408,-1.1797309
B1Y1SQ,0.13014078,-3.3290863,-0.3410995,-4.0360093
654379,3.9365053,-4.389119,0.40478706,-3.3401847
646645,8.474672,-6.633645,-3.9492965,-2.074802
600550,3.1645298,0.2602458,-2.1047354,-1.2807071
600030,9.078741,-2.597642,-7.7106657,-3.4049034
BJ9JY5,11.267984,8.422947,-10.021895,-9.575998
BLBFH6,7.3458195,6.085372,-12.313527,10.264444
247583,0.07350445,0.27216673,-2.2664368,-0.59490204
BY7QL6,-2.1068752,-1.9714594,-11.040586,-4.862547
BZ4BQC,2.3205876,1.2992024,1.6150832,14.393366
647449,1.617384,-3.3440173,1.04779,-1.977706
BL3N3C,4.1144967,5.1599145,-5.964118,4.544258
219038,-1.469475,-3.7423253,3.652811,-5.8749256
647098,1.0623813,4.9482346,-0.5213618,-2.6310802
BZBYJJ,5.035734,-13.725978,-5.585599,0.49967766
BNVYT9,2.50144,-4.9949703,-9.548288,-4.891616
B4R2R5,-0.30019283,-1.0997534,-2.0564377,-1.4229715
724353,3.2715082,-0.042778254,-4.555374,-0.8581579
243184,-5.2199545,-5.0202727,1.744926,-10.327172
BYQ7HZ,4.1318417,-5.427891,-22.950018,2.5015712
648132,-1.1063397,-3.2191038,0.8834958,-2.081406
668953,-2.1005213,-1.0110497,0.10150671,1.037252
619403,2.7511716,-3.8307667,-7.463211,-3.58966
BMGYMB,8.446276,-4.869783,-6.535697,-4.0341434
BNXKTM,5.2161694,-4.9696326,-6.5589905,-4.1662035
668344,-2.545452,5.137801,-3.1571686,-1.3375819
648348,-0.83699226,5.1606655,7.870662,-7.6188745
648374,0.35699606,-11.6000595,0.2446413,-0.22902489
BM91SH,-3.5791755,-6.2054873,-16.44709,18.71847
648380,-0.57765245,-2.3537517,0.17968416,-1.418674
B3DF0Y,0.39713383,-3.0533671,0.53955317,-6.756842
449774,4.303205,-8.878565,0.28669834,-3.0811489
624899,7.701516,-0.58496,-0.20432472,-0.4537344
648736,-6.1169147,-8.503514,1.3728976,-1.946348
648742,-0.27520657,-0.66468716,8.48633,-7.8584013
248681,-7.218194,0.3849864,6.1751842,-1.1971772
B1VQ5C,4.679489,-4.1252017,-1.3716102,3.1403542
550507,-0.57949424,-1.3092518,-8.812886,-5.075872
451957,-3.6033213,-0.60546994,-4.220623,1.0794401
449000,-1.7458916,2.7360916,-1.0601103,-4.36582
BD3W13,-7.0679846,0.67640543,-1.1764765,1.0810852
249091,-1.6111791,-4.70829,1.1911035,-6.7600193
649099,-2.8200626,-1.57668,-0.6728232,-3.0288994
B3SGMV,4.9132466,1.2097359,-0.9089649,-2.564776
BQZJ0Q,0.8268118,-1.5203953,-1.0622382,-3.4485102
526325,15.458035,-8.184111,-11.958319,-6.5515637
649092,-1.5505731,1.9434333,-1.1982858,3.607905
649080,-7.291013,1.4836907,0.6050348,-14.144409
249183,-7.7752295,1.1337161,-0.88597536,0.23103952
249191,3.3816934,4.339969,-3.7420988,-2.4177372
249159,-5.333334,-3.0846179,-5.290169,-0.43238997
B3NQ4P,1.5474916,-2.901554,6.336081,-3.7728488
649131,-0.12669563,-1.7143428,-1.8663824,-1.2548804
B1HHFV,3.542614,-1.3270199,-1.0296464,0.15399456
632758,8.575451,-5.8148203,-7.273525,8.355474
331952,2.0570636,6.570387,-7.944173,-3.269744
BM8R67,6.069362,2.0648956,-6.353587,4.3227673
B27WRM,8.633507,2.5835752,-3.7792027,7.5783253
449123,-5.3548517,-2.6052713,-11.397046,-2.643931
BNKF60,0.39619207,0.32174587,-13.962942,-0.89689493
B03Z84,8.831882,-15.781647,-3.2000124,-7.100934
649296,-1.8251181,1.322484,3.0231833,-2.2081733
BB22L9,-3.3706844,-3.7211359,-7.499152,-10.098356
649374,-0.51793456,0.92549324,2.9788136,2.5596857
BG1FRR,0.36842823,-3.4080267,5.0617933,-1.5452921
248013,-0.27941465,1.846993,3.7868857,-1.5480399
758255,0.15035868,4.096496,-4.070801,-2.2683382
BF0LKD,-2.9756963,-3.4789622,3.23658,0.12544394
BD2P9X,-1.3274312,-3.3740401,1.3744593,-4.090208
614945,4.3370366,0.34765005,1.5978932,-7.6592207
B14RJB,-0.3828764,-3.0585408,-6.407988,-2.5553763
B03MVJ,-4.173422,-4.7695217,-3.0334175,1.0607243
B60DR0,2.5936246,3.9460063,5.4088116,-0.8207321
649632,-0.096827745,3.9392352,-2.3667336,-0.17303824
649658,4.6135783,-3.198272,11.095834,-4.4647336
451944,0.5726099,-2.819115,-4.0855227,-7.693684
649668,13.500822,-4.2375383,2.5920987,-1.7018259
B09M9D,3.434348,0.93637705,-6.386262,-2.6045024
BD0Q39,-5.630946,-3.7519872,-2.1109164,-1.9577324
B0HZL9,-2.92238,-2.6930869,-9.1770115,1.309061
598662,1.4861941,-3.4519553,-0.9263754,-13.021809
B3N336,1.2656212,-3.343773,9.148729,-0.19961
649573,1.7127156,-1.7590821,-2.3840547,6.251836
665458,2.7461052,-3.2950878,-2.014941,-6.5024557
644662,-2.7099133,2.4604201,-4.648513,-5.947977
649542,6.663978,-2.68057,-5.085224,-8.487028
649676,0.049734116,-5.278373,-0.17046332,-4.962558
BWFRFD,-7.2926164,-31.640446,-3.4736812,-5.108452
619446,0.8799553,-11.010271,-6.1852217,2.1582246
613566,2.6550174,-0.31929016,-1.4978409,3.5954475
BYRY49,-13.366455,1.6058803,2.251935,-1.2737334
BMBP90,2.264297,-2.0507693,0.44617653,-0.5482793
249740,-8.859337,-0.46425462,-0.20385385,-5.333334
649282,4.310453,-2.6224196,-3.5429418,5.354893
BF2LWS,4.1467905,-0.85006356,-0.69385767,-2.153951
617507,2.4798393,0.18957853,-1.4355183,-0.61566234
BLC90T,5.1079035,12.80911,-10.004414,12.551773
649744,1.4114261,-5.6757984,-5.3147373,4.5255065
649750,3.2768965,-0.19791722,3.3208132,-4.1286764
B142S6,0.72119236,-0.55553913,-4.6400604,-2.136898
B1G426,9.68926,-5.979043,-8.123774,4.038477
649932,5.0288677,-1.556766,-4.829067,-0.04364252
634007,5.3907037,-0.9414911,-3.2268405,-2.0871282
649796,0.13235807,10.887074,-0.20574927,0.40962696
650313,-2.559775,-7.020015,1.0316849,0.051629543
B1YBF0,7.903731,-16.030008,0.30298233,3.2385826
649926,2.4961948,1.8175125,1.1265278,-1.860553
649955,-0.08186102,0.028920174,1.4235616,-1.077652
657860,23.37799,-0.26940107,0.3489256,-11.938673
453800,-0.38756132,5.1150084,-7.629842,-2.8901458
405780,-5.9583426,3.331828,-9.142029,-1.9032061
BK9DTN,-2.8706908,-3.1374335,4.981494,-6.301439
BG0SC1,0.7013202,1.2601256,-0.9783268,-0.33407807
258612,1.9009113,-2.7317226,4.6653986,-10.516906
250224,-3.6184788,2.8626442,2.6773453,0.5678773
658190,3.270471,-4.58836,-3.917408,0.6984353
BYW0PQ,3.7243962,0.84029436,-6.5021935,-2.7555108
B05M8B,0.73370934,-0.43756962,-3.1174123,-4.692668
645166,-0.40097237,0.49060583,-5.9856834,-1.0374725
BD6F8V,-1.7254412,-11.156583,-5.792296,-4.796815
B0166K,4.79151,-6.059927,-4.9259844,0.11922121
B02T2J,-3.517884,1.137352,-3.2176077,-2.6648402
650626,6.8552017,-1.2644947,-1.5171945,-4.951
BZ404X,-0.34142733,2.5802016,-15.22131,-7.33214
626691,-5.273819,-0.24623275,1.8368363,1.1277676
B570P9,0.09046793,1.2673736,2.3761034,-1.3721824
669377,1.9313812,1.9472718,-5.070615,-0.5364537
B9G6L8,8.955204,-0.11642575,-4.184401,-3.5597622
56039,#N/A,#N/A,#N/A,#N/A
BMX9K0,8.257114,8.970106,-10.037369,3.6129117
B11ZRK,0.08071661,-2.941221,-3.8012028,-2.051115
BDV82B,-1.023221,-1.5211701,-0.2898276,-4.378748
651200,-2.3390472,-6.307614,-3.8228273,2.0274878
251192,-3.0224085,-2.2663593,2.680087,-0.14939904
244205,-6.2626896,4.17881,-0.21107793,-13.632309
621808,0.26882887,1.9106627,2.0358682,-0.9133339
634691,8.215225,-2.797538,-1.1259019,5.361724
653703,2.6158333,2.103424,-1.9891977,-2.00603
B01VZN,0.09829998,0.8522272,0.45143366,-11.388981
652073,-1.560396,-7.355195,-2.5866568,-6.5514507
BNSP8W,9.736025,-1.1384487,-4.9841585,-5.7451844
634445,-0.04762411,-16.62882,-10.435354,-3.5654426
B39Z8G,4.1330457,-1.0390878,-4.991955,-11.596447
629090,-2.060622,-1.6097844,-2.7258217,-6.035793
B01JCK,4.4890523,3.7246227,-12.111223,0.87680817
BRTLC0,1.0319829,2.3391843,2.4593115,-13.317829
B8W676,-0.17391443,1.8149614,-0.7469237,-5.4817257
BL6K7K,2.7325153,-0.5931318,-11.765975,-5.2774906
BMYZ2B,7.751727,8.486843,-12.4029045,1.4266372
251637,-2.6067674,-5.40399,-4.9376607,-7.3902965
BZ12WP,2.075982,0.035631657,-1.0578215,0.72323084
B0PB4M,2.8719544,2.0123243,-1.6610146,0.21053553
651880,-4.226601,4.952669,1.8933892,-0.004690886
651948,1.338315,-4.130048,-1.0029197,-5.123597
B0T7YX,-2.158904,-1.3620198,-11.79443,-0.97252727
690021,-1.9402564,6.9860935,5.5480957,0.7773638
297102,-4.8541784,0.43247938,2.4984837,0.5266428
87061,#N/A,#N/A,#N/A,#N/A
252180,-1.8226027,1.7108917,-5.609596,0.36330223
B08K3S,3.2130003,6.967032,-3.1484485,-9.225119
252209,-2.532351,-3.1729043,4.0058255,-3.0664682
252302,-0.57007074,-2.0018637,2.5461555,-2.889812
BH6X93,0.018465519,-2.6810527,-9.7194195,5.972111
B18ZRK,-2.005577,-3.7059128,-6.7738175,0.36336184
B0CGYD,5.445838,4.3222547,-0.044077635,-9.014982
B0SWJX,2.7235985,-2.0991504,-9.318817,-2.6045442
B56KLY,9.951329,-3.077346,-4.147148,-2.387923
733337,2.4445176,-0.84774494,-6.3928785,-7.910192
644002,5.2110314,-3.1555057,-1.0649443,-0.83292127
B0WGPZ,-3.922367,7.473314,-2.2558928,-4.6666803
253676,-4.7989664,0.8892894,-2.7512252,0.3399968
712797,6.71376,12.946367,-8.850706,-9.499997
BP0TR7,2.109933,-0.7713437,0.38716793,-5.3898516
BNDK6G,7.73381,8.171213,-7.387394,1.0928988
B23FN3,-11.39707,-2.4475574,-10.596967,-2.4830878
BMDH24,-4.572904,6.232822,8.449292,-6.9380226
718762,3.6764145,-1.5047431,3.450334,-4.7936797
286685,9.453893,-11.290568,-6.8451223,-4.817086
614376,-8.430654,-4.460436,-3.4509122,-1.1632204
406141,-2.7429938,1.6099095,-9.009796,-4.1025343
BJT1RW,-4.6500025,-2.4865925,-37.085884,-1.6887844
B3SPXZ,1.0775924,-3.1754673,3.9517164,-0.59998035
BKFB1C,-1.3691485,1.1540294,-3.9095163,-2.329868
234016,-2.3112059,-2.287656,2.3043633,-3.3466756
B02K2M,4.0046453,-6.9803534,-2.999103,-3.3947408
B00PQY,3.757,-9.416914,-0.94193816,-2.212906
B28YTC,2.6702642,-4.649061,-9.764957,-2.3461342
B4975P,-12.267006,1.131475,-13.704491,-15.720797
255447,1.6584635,1.8561125,-1.2660265,-1.5086949
610018,1.6325474,-1.2828827,-3.6005795,0.24206638
655580,-2.869171,-0.18789768,-1.6344905,-0.24555326
655632,0.2050519,-1.0782659,-1.1464357,0.7899761
618819,2.4212718,-4.701519,-4.153359,0.22193193
B247XZ,9.536338,-3.9521575,-2.9275477,3.8654447
249251,0.52034855,-10.263432,-1.3854027,-3.9574146
B5143W,3.853798,-6.6011667,-0.20956397,-0.7206261
B0D6P4,0.36154985,-5.224758,-4.1119814,-2.4282396
B3K3L4,1.3141513,-0.04169941,9.924364,0.20670891
B1S34K,5.5160284,-1.2883246,-4.2701902,-0.11487603
256643,0.57564974,-0.2686262,-1.7926812,-7.6032343
B03Q9D,6.048298,-0.62631965,0.8080125,-0.8724153
221061,-6.712741,-3.3735275,-2.8165817,-1.097554
256774,-6.3144684,-1.1250615,0.043296814,-5.344498
257207,-1.5262544,-3.8034678,-2.3205936,-0.17191172
656946,3.8484693,-6.150442,0.43246746,-4.2352734
663371,6.7005634,-3.064102,-6.4873695,-2.1013439
BNKJSM,-6.0795546,-0.31169057,-0.56818724,-0.61600804
257020,-1.9505084,4.353559,0.70222616,3.4557223
B1YWR6,3.815055,5.2696705,14.393198,-9.566122
B0VR7W,-12.098294,-1.855284,-3.2707036,
B12155,1.0156274,-4.125375,-4.474658,3.474009
BK80XH,-1.0450304,4.644263,-6.4181986,2.3932695
B5387L,-2.4958909,-0.36810637,-2.9992163,-3.4495294
690030,11.389184,5.3967834,4.252887,-1.4157534
414305,-1.3267457,-0.790143,-9.594607,-14.474845
255016,-9.923202,2.7988434,-3.012824,-1.6718805
255070,-4.5421124,-2.28886,0.6501794,-0.4037261
637186,0.8657694,1.5866876,-0.50764084,-0.79051256
237853,-0.42561293,-2.9192507,7.874429,-2.6934445
637248,0.8905411,0.6316304,-0.21881461,-3.5340667
BRTNNQ,2.9679775,-4.47225,1.491034,-1.7465651
B0JL5L,-0.76880455,-1.14007,0.16313791,-1.9722879
457481,-2.7667284,1.0285854,0.69327354,0.6890893
678209,-6.71165,-14.298285,4.6205044,1.8820047
BTN1Y1,-0.13635755,-0.75398684,-0.87198615,-3.1910956
644406,0.94087124,-6.514841,-6.0683193,-0.6252527
B292SM,2.534759,-6.8277,6.0735703,-4.5196533
B60DQV,-1.2172163,1.8684268,2.1758795,-1.0285258
BGJW37,3.2410145,6.748879,-8.763372,21.628344
B1KYHF,1.6759753,6.9721103,-12.237758,-5.76607
BNR5MZ,3.8631678,1.154077,-5.4450808,-6.5510807
B23X1H,-2.4290502,-14.294642,-4.7328053,-0.63174963
BG0GM1,-7.1537075,5.9748173,-2.6690006,-2.3880303
552902,0.3052473,1.414752,0.28766394,1.4872193
277884,3.4730673,2.2853255,-0.33826232,4.8469186
474184,9.444833,-4.612952,-6.5989313,-0.62449574
B8W6K5,3.9990544,-4.456091,-5.890316,0.32007694
BWFD05,2.6976109,-6.12523,-3.1182945,-3.98615
B4WRJD,2.4334192,-15.861827,-6.791246,-1.7270386
B0YCFG,7.8879,-18.263418,-0.9822786,-3.1929612
640829,4.5772314,-11.819326,-1.617372,-2.380842
BK4Z0B,1.3599992,-3.474903,-6.4981995,
B7TL82,-2.5576472,-2.527362,1.6461372,8.885992
257320,-2.1601975,-5.3597927,2.831912,-5.577916
258395,-3.014797,0.9086251,-3.058374,0.6092429
B1L883,4.219997,-0.9941101,-0.8188665,-1.3469815
